"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-08",,,"0.00","0.0","0.0","81","62","78"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-09",,,"0.00","0.0","0.0","79","62","75"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-10",,,"0.00","0.0","0.0","76","65","70"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-11",,,"0.11","0.0","0.0","80","62","75"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-12",,,"0.00","0.0","0.0","84","61","81"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-13",,,"0.59","0.0","0.0","81","69","73"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-14",,,"0.00","0.0","0.0","73","57","64"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-15",,,"0.00","0.0","0.0","77","52","75"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-16",,,"0.00","0.0","0.0","79","55","77"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-17",,,"0.00","0.0","0.0","85","64","83"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-18",,,"0.03","0.0","0.0","82","66","74"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-19",,,"0.00","0.0","0.0","85","64","79"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-20",,,"0.00","0.0","0.0","83","68","80"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-21",,,"0.10","0.0","0.0","80","64","70"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-22",,,"0.00","0.0","0.0","70","52","66"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-23",,,"0.00","0.0","0.0","81","46","78"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-24",,,"0.00","0.0","0.0","82","57",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-25",,,"0.00","0.0","0.0","82","57","78"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-26",,,"0.00","0.0","0.0","81","66","79"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-27",,,"0.00","0.0","0.0","86","64","80"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-28",,,"0.00","0.0","0.0","88","69","85"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-29",,,"0.76","0.0","0.0","85","66","71"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-30",,,"0.70","0.0","0.0","76","67","75"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-03-31",,,"0.21","0.0","0.0","75","65","72"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-01",,,"0.74","0.0","0.0","72","56","64"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-02",,,"0.02","0.0","0.0","75","59","73"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-03",,,"0.00","0.0","0.0","84","66","84"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-04",,,"0.00","0.0","0.0","84","67","80"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-05",,,"0.04","0.0","0.0","80","64","71"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-06",,,"0.01","0.0","0.0","75","53","69"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-07",,,"0.59","0.0","0.0","72","63","70"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-08",,,"0.00","0.0","0.0","82","64","79"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-09",,,"0.33","0.0","0.0","79","64","75"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-10",,,"0.00","0.0","0.0","77","57","76"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-11",,,"0.00","0.0","0.0","87","51","85"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-12",,,"0.00","0.0","0.0","87","63","86"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-13",,,"0.00","0.0","0.0","89","69","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-14",,,"1.31","0.0","0.0","89","68","66"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-15",,,"0.00","0.0","0.0","72","61","70"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-16",,,"0.00","0.0","0.0","75","62",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-17",,,"0.00","0.0","0.0","79","49","75"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-18",,,"0.00","0.0","0.0","81","56","78"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-19",,,"0.00","0.0","0.0","80","59","76"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-20",,,"0.01","0.0","0.0","78","59","75"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-21",,,"0.00","0.0","0.0","76","56","74"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-22",,,"0.00","0.0","0.0","81","63","79"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-23",,,"0.00","0.0","0.0","80","66","78"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-24",,,"0.00","0.0","0.0","80","68","78"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-25",,,"0.00","0.0","0.0","83","61","81"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-26",,,"0.00","0.0","0.0","86","65",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-27",,,"0.00","0.0","0.0","84","69","82"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-28",,,"0.00","0.0","0.0","83","65","70"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-29",,,"0.00","0.0","0.0","76","62","75"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-04-30",,,"0.00","0.0","0.0","78","67","76"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-01",,,"0.00","0.0","0.0","79","67","75"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-02",,,"0.00","0.0","0.0","85","64","78"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-03",,,"0.00","0.0","0.0","85","61","81"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-04",,,"0.00","0.0","0.0","83","61","79"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-05",,,"0.00","0.0","0.0","81","69",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-06",,,"0.00","0.0","0.0","80","71","78"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-07",,,"0.00","0.0","0.0","81","71",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-08",,,"0.00","0.0","0.0","82","64","81"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-09",,,"0.95","0.0","0.0","81","68","75"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-10",,,"0.20","0.0","0.0","80","61","79"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-11",,,"0.00","0.0","0.0","86","65","83"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-12",,,"0.00","0.0","0.0","87","63","82"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-13",,,"0.00","0.0","0.0","85","66","84"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-14",,,"0.00","0.0","0.0","87","68","82"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-15",,,"0.00","0.0","0.0","87","70","85"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-16",,,"0.00","0.0","0.0","91","72","87"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-17",,,"0.00","0.0","0.0","89","74","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-18",,,"0.00","0.0","0.0","88","73","87"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-19",,,"0.00","0.0","0.0","90","72","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-20",,,"0.00","0.0","0.0","88","72","86"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-21",,,"0.00","0.0","0.0","89","72","86"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-22",,,"0.98","0.0","0.0","88","68","85"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-23",,,"0.56","0.0","0.0","87","69","79"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-24",,,"0.01","0.0","0.0","85","72","85"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-25",,,"0.01","0.0","0.0","85","74","82"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-26",,,"0.37","0.0","0.0","85","67","84"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-27",,,"0.00","0.0","0.0","89","68","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-28",,,"0.00","0.0","0.0","89","68","86"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-29",,,"0.00","0.0","0.0","87","64","87"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-30",,,"0.00","0.0","0.0","90","65","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-05-31",,,"0.00","0.0","0.0","89","68","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-01",,,"0.00","0.0","0.0","90","68","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-02",,,"0.00","0.0","0.0","89","66","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-03",,,"0.00","0.0","0.0","91","69","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-04",,,"0.00","0.0","0.0","89","70","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-05",,,"0.00","0.0","0.0","90","75","87"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-06",,,"0.00","0.0","0.0","93","73","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-07",,,"0.25","0.0","0.0","91","70","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-08",,,"0.00","0.0","0.0","90",,
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-09",,,"0.00","0.0","0.0","88","71","87"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-10",,,"0.00","0.0","0.0","88","78",
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-11",,,"0.00","0.0","0.0","89","72","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-12",,,"0.00","0.0","0.0","94","70","92"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-13",,,"0.00","0.0","0.0","93","71","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-14",,,"0.00","0.0","0.0","90","65","90"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-15",,,"0.00","0.0","0.0","92","66","90"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-16",,,"0.00","0.0","0.0","91","65","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-17",,,"0.00","0.0","0.0","90","69","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-18",,,"0.00","0.0","0.0","90","73","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-19",,,"0.05","0.0","0.0","91","79","85"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-20",,,"0.01","0.0","0.0","89","75","79"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-21",,,"1.01","0.0","0.0","84","74","80"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-22",,,"0.08","0.0","0.0","85","77","81"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-23",,,"0.05","0.0","0.0","88","73","87"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-24",,,"0.00","0.0","0.0","88","78","87"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-25",,,"0.00","0.0","0.0","89","80","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-26",,,"0.00","0.0","0.0","90","81","86"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-27",,,"0.00","0.0","0.0","90","74","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-28",,,"0.12","0.0","0.0","92","75","90"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-29",,,"0.00","0.0","0.0","91","73","90"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-06-30",,,"0.06","0.0","0.0","90","76","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-01",,,"0.00","0.0","0.0","91","79","84"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-02",,,"0.00","0.0","0.0","93","75","93"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-03",,,"0.00","0.0","0.0","95","74","95"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-04",,,"1.05","0.0","0.0","93","73","92"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-05",,,"0.14","0.0","0.0","91","74","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-06",,,"0.00","0.0","0.0","90","75","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-07",,,"0.00","0.0","0.0","90","76","87"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-08",,,"0.00","0.0","0.0","94","75","92"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-09",,,"0.00","0.0","0.0","94","74","92"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-10",,,"0.00","0.0","0.0","92","77","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-11",,,"0.00","0.0","0.0","91","79","90"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-12",,,"0.00","0.0","0.0","91",,"90"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-13",,,"0.00","0.0","0.0","92",,
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-14",,,"0.00","0.0","0.0","92","82","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-15",,,"1.12","0.0","0.0","91","75","76"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-16",,,"0.02","0.0","0.0","92","74","90"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-17",,,"0.00","0.0","0.0","93","74","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-18",,,"0.00","0.0","0.0","89","75","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-19",,,"0.00","0.0","0.0","89","74","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-20",,,"0.39","0.0","0.0","89","73","87"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-21",,,"0.00","0.0","0.0","93","73","94"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-22",,,"0.00","0.0","0.0","94","73","87"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-23",,,"0.02","0.0","0.0","89","72","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-24",,,"0.62","0.0","0.0","89","75","79"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-25",,,"0.90","0.0","0.0","87","71","82"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-26",,,"0.30","0.0","0.0","88","75","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-27",,,"0.81","0.0","0.0","89","73","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-28",,,"0.23","0.0","0.0","89","77","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-29",,,"0.00","0.0","0.0","89","77","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-30",,,"0.00","0.0","0.0","90","76","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-07-31",,,"0.20","0.0","0.0","92","74","87"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-01",,,"0.00","0.0","0.0","90","74","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-02",,,"0.00","0.0","0.0","90","74","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-03",,,"0.00","0.0","0.0","92","76","90"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-04",,,"0.00","0.0","0.0","93","75","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-05",,,"0.00","0.0","0.0","95","73","96"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-06",,,"0.00","0.0","0.0","97","76","90"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-07",,,"0.05","0.0","0.0","95","77","96"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-08",,,"0.00","0.0","0.0","97","76","92"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-09",,,"0.00","0.0","0.0","94","75","90"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-10",,,"0.15","0.0","0.0","93","73","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-11",,,"0.17","0.0","0.0","95","73","91"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-12",,,"0.30","0.0","0.0","92","74","88"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-13",,,"1.30","0.0","0.0","88","75","87"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-14",,,"0.89","0.0","0.0","86","76","84"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-15",,,"0.00","0.0","0.0","92","74","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-16",,,"0.05","0.0","0.0","91","72","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-17",,,"0.00","0.0","0.0","91","73","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-18",,,"0.19","0.0","0.0","94","75","91"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-19",,,"0.00","0.0","0.0","93","74","90"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-20",,,"1.77","0.0","0.0","92","74","90"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-21",,,"0.05","0.0","0.0","90","76","89"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-22",,,"0.00","0.0","0.0","92","75","90"
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","1980-08-23",,,"0.00","0.0","0.0","92","74","90"
